Command,Count,% Over total
/Users/maria/Desktop/7feccf5807d719efddfcea52f4d144fbb7eab8a8e55b3ef84d8bcafa1ded,1,0.00%
/Users/maria/Desktop/0d5ece4679c65dd03a2cd5623737b56cbdb6ef3daff26d504d337f58053e,1,0.00%
/Users/maria/Desktop/c8MPjkjohk,1,0.00%
/Users/maria/Desktop/sJWsCKvYfi,1,0.00%
/Users/maria/Desktop/dbffd7d7ac43010ae364e08337ba9384b8f36faef0d717a947c906491d18,1,0.00%
/Users/maria/Desktop/Z4qKBC41Hc,1,0.00%
/Users/user1/Desktop/ee082d9dc2a196ac745a5a94ad9fe60e33b2b42590b58da2ba5eb6f01191,1,0.00%
/Users/user1/Desktop/f9915e3d1bf9c6d8c6074d11b59f9d64ab639c84cdd4c7d1328ff97c9a1d,1,0.00%
/Users/maria/Desktop/c463c232c57b61589df29f4e1f5c347b14b1c3ed71f1937ae3bbf18b3c41,1,0.00%
/Users/maria/Desktop/24308d422e6e0cb43114ea4073e47dcb4df695390b5b590c5c1770c9b974,1,0.00%
/Users/maria/Desktop/69763253594e32f2ade0f1c7bd139205275054c9f5e57fefd8142c75441f,1,0.00%
/Users/maria/Desktop/a952c29e6d45e7cadd46f86d6ca56a462d7f52dba478e097004d74370754,1,0.00%
/Users/maria/Desktop/259767c9191d38a3d661e4e4abd67a097179b023a39ad0185829e43d22a9,1,0.00%
/Users/maria/Desktop/YR8CVPq9Io,1,0.00%
/Users/maria/Desktop/642cc5f260ea3466b071d544d02a607eac4ef9e08e868bcc502950a16116,1,0.00%
/Users/bruno/Desktop/Notion320universal,1,0.00%
/Users/maria/Desktop/Notion320universal,1,0.00%
/Users/maria/Desktop/5AhdxMw8j6,1,0.00%
/Users/maria/Desktop/jnseQ8i74s,1,0.00%
/Users/maria/Desktop/qztLPBEDsD,1,0.00%
/Users/maria/Desktop/detect_test,1,0.00%
/Users/maria/Desktop/KSmAmJ6ZuU,1,0.00%
/Users/user1/Desktop/8b84a41aa6c2d375809c022e2ab56dfba438d76a2ff309943a1e7bf0db93,1,0.00%
/Users/maria/Desktop/fsm253l5pO,1,0.00%
/Users/maria/Desktop/c80f24542db4bcb2d093a1c70e1eb311ef5043075929b8bf52dc3a9bf733,1,0.00%
/Users/maria/Desktop/54763bdfe49227ccd672e14af99cd6ddc2bf03cd95f6830e3fe26f07bf4e,1,0.00%
/Users/maria/Desktop/37fdf99d6d128b4950cf331b144626c9cee0b5f9b09a19aba79cba3da6e9,1,0.00%
/Users/maria/Desktop/e22532da664674ac39b9a077bff6db8513b710dcd810b0eb25ccf30a44e1,1,0.00%
/Users/maria/Desktop/pj6MTLh4FF,1,0.00%
/Users/maria/Desktop/6639781a1502fa2615267c9fa8cdd7265152f5c95a745b3276415086a4c3,1,0.00%
/Users/maria/Desktop/GsUqRm9IOM,1,0.00%
/Users/maria/Desktop/DJoQaWZZos,1,0.00%
/Users/maria/Desktop/e0e09f8b82a84bec594fca29b866c8012b6b02684c082678a61754e06363,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.G64tU5QO/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/.BC.T_RlNqM0,1,0.00%
/Users/maria/Desktop/KvZslpyLCr,1,0.00%
/Users/maria/Desktop/26528bd1d095841fd4091e445b30d69bde82002f8a6673c44df5588c2701,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.nNLtBCDS/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/9Ltf2ax3wZ,1,0.00%
/Users/maria/Desktop/defunct,1,0.00%
/Users/maria/Desktop/RESIDENT_EUROPE,1,0.00%
/Users/maria/Desktop/v8PEtENWXO,1,0.00%
/Users/maria/Desktop/62efc801698c9b32f1721ea9559a28b5702c7148048952895edcd908c3e1,1,0.00%
/Users/maria/Desktop/OtDjKxhggY,1,0.00%
/Users/bruno/Desktop/fc7a63547fc58e1570fee3db65a89e520d732d8a5f54825840936f0ea9f7,1,0.00%
/Users/maria/Desktop/613702967.txt,1,0.00%
/Users/maria/Desktop/65095a51547e3629ee78753df064b00ce51dab8c491a177d016ff455e76a,1,0.00%
/Users/user1/Desktop/3dfea2744955328547214e019452878aef735f03498291d6eb69d2d104b2,1,0.00%
/Users/maria/Desktop/2b344bcd458b49eaa3b69c2c80cc8f7f9ad77c3ba3d1bb31cf3aafe7204a,1,0.00%
/Users/maria/Desktop/LyoSy5F2QN,1,0.00%
/Users/maria/Desktop/dhdugdco,1,0.00%
/Users/maria/Desktop/2b3d5dd19f993d5bbdf6ce0810395c5410ea57d536d1b817a8f60a156236,1,0.00%
/Users/maria/Desktop/djWBYY7czp,1,0.00%
/Users/maria/Desktop/wdhgj50CV9,1,0.00%
/Users/maria/Desktop/ngvOOhT3C5,1,0.00%
/Users/maria/Desktop/l6IuZ2Fe6J,1,0.00%
/Users/maria/Desktop/LuAyl2nl4W,1,0.00%
/Users/maria/Desktop/f91f20896470e56b7bdba3d3018997dc94cb15430ed33eaa1e270d03dd2c,1,0.00%
/Users/maria/Desktop/Gh3drtlhVI,1,0.00%
/Users/maria/Desktop/4XMKZemU6u,1,0.00%
/Users/maria/Desktop/5554f9420a7f511ea7bff30b696c0bbf0fe0b0ced24b119d6f4d6d19a7c3,1,0.00%
/Users/maria/Desktop/6184e8ce093ed1e10c8f0feee411c6586f54d7e85264836c79288ab2f8e6,1,0.00%
/Users/user1/Desktop/fOB1f27aOO,1,0.00%
/Users/maria/Desktop/6b381abfe71bfc2c20dfbb5b038da2f930adf4c751b2b5be8e09a933aee2,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.IcGSmOim/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/1c5xFHhHt7,1,0.00%
/Users/maria/Desktop/190c8a43a7a83b02e12441dfbbb4d5ba95d50b20b64df058a88facb613f1,1,0.00%
/Users/maria/Desktop/D10pqkiWam,1,0.00%
sh -c ls,1,0.00%
/Users/maria/Desktop/muma_caimomo,1,0.00%
/Users/maria/Desktop/7f87e60c63dc4cbb25dc805189a5808ba5699ae5af02ce3fcc71b6b58516,1,0.00%
/Users/maria/Desktop/gfhNzTqL75,1,0.00%
/Users/maria/Desktop/mGaCASPVUR,1,0.00%
/Users/maria/Desktop/545457293c62a3a88c119b70de128d9d3228786ac4d018afff82bb635e56,1,0.00%
/Users/maria/Desktop/MYAQNZpQwy,1,0.00%
/Users/maria/Desktop/YUMAt6afbI,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.onsro0Vw/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/CklPF1priA,1,0.00%
/Users/maria/Desktop/lKe3FXBABo,1,0.00%
/Users/user1/Desktop/meXy72O3Ug,1,0.00%
/Users/user1/Desktop/eh0NshYzQV,1,0.00%
/usr/bin/sw_vors,1,0.00%
sh -c /usr/bin/sw_vors,1,0.00%
/Users/user1/Desktop/10ae492b9d782e45b00615080c61f08d937e60fd9290c60578b8cb4af99f,1,0.00%
/Users/maria/Desktop/e5MA7NVVpe,1,0.00%
/Users/maria/Desktop/626416447.txt,1,0.00%
/Users/maria/Desktop/959f02f4c9a290ec742fd9119930fd761435072402dca5802f54e297ef6f,1,0.00%
/Users/maria/Desktop/9VH0iqZOQT,1,0.00%
/Users/user1/Desktop/44e3beefd20475b97810ec0bb2ed57d72c041070c75b965a0d60d9e37386,1,0.00%
/Users/maria/Desktop/Slack,1,0.00%
/Users/maria/Desktop/e157c4c687f715e0ef5907668c8d4844be6f88ca153c57589855_0.macho,1,0.00%
/Users/maria/Desktop/3201874b619e3af67bcca58bde47c608e99b6e0b44474fa9431e7ba90f41,1,0.00%
/Users/maria/Desktop/52b1aea847c1fe51ba60a409267c8e3aaf3f667009dceb0ce4be60d77b4f,1,0.00%
/Users/user1/Desktop/088ca96386d67b5fc3484874899d18e30831b82465ce961b3e5de4010791,1,0.00%
/Users/maria/Desktop/ValhallaDSPValhallaVintageVerbv4008macOS,1,0.00%
/Users/maria/Desktop/a2eb7b2bd12fd79d3a1072893369c92dc8a9ce008573a86b8653621ec178,1,0.00%
/Users/user1/Desktop/WW9b7j9ibn,1,0.00%
/Users/maria/Desktop/o18IpYl6lI,1,0.00%
/Users/maria/Desktop/aaf35d2db919c71b65c7d8bcb5d3879dbf00b9ff136104caded2a70fc856,1,0.00%
/Users/maria/Desktop/vABEhOGN5f,1,0.00%
/Users/maria/Desktop/ozZr7x3mpQ,1,0.00%
/Users/maria/Desktop/u1PlKTcjpv,1,0.00%
/Users/user1/Desktop/6b59409609028061dbc0cbb9afd3f34d72aba49caea1bf0fea029015701e,1,0.00%
/Users/maria/Desktop/098588db2b1c2d0d40500ced6e2b683a4a6620a40320c97cbf15bab482f9,1,0.00%
/Users/maria/Desktop/uJmJQICL21,1,0.00%
/Users/maria/Desktop/0ed7f456f94aecabdafa31cfad600daa3fa7eedf024c420a5a191c8d05f9,1,0.00%
/Users/maria/Desktop/def_darwin_amd64,1,0.00%
/Users/maria/Desktop/trello_mac,1,0.00%
/Users/maria/Desktop/YmpTzTglDX,1,0.00%
/Users/maria/Desktop/7cjFqCc3RD,1,0.00%
/Users/maria/Desktop/dsadasd,1,0.00%
/Users/maria/Desktop/57YjAzVxaC,1,0.00%
/Users/maria/Desktop/14HjN3bHld,1,0.00%
/Users/maria/Desktop/dfe09701550ce42eaf80015d9228818fbb78736c5589bd4df707c6a2258d,1,0.00%
/Users/maria/Desktop/GREEN_SWAN,1,0.00%
/Users/user1/Desktop/srchfrsins,1,0.00%
/Users/maria/Desktop/UniAPT,1,0.00%
/Users/maria/Desktop/SLL6OoifWV,1,0.00%
/Users/maria/Desktop/3O5Rvbp4jE,1,0.00%
/Users/maria/Desktop/iFQ3lv791W,1,0.00%
/Users/maria/Desktop/e83b671f0ba5cbdb55cf8475acd99ccdcae0957ffcdc3469ea4f2bc4257b,1,0.00%
/Users/maria/Desktop/7bff82c09747ca46f695fba7d92231016f74d033efdc9d9e3a555be868d0,1,0.00%
/Users/maria/Desktop/84a2aa5ed7176fae70c3656421be4e83e71c9200cd09581bbf08198454ed,1,0.00%
/Users/bruno/Desktop/b126f1edb956549ee9234dc658b8b959b5c8154de590673e9b1a64e0908a,1,0.00%
/Users/maria/Desktop/u8sMLJxo4T,1,0.00%
/Users/bruno/Desktop/e9e2c92b85edf26cca63369b592db07f890e84f1f456fae75baf81b09569,1,0.00%
/Users/maria/Desktop/ifNTrq5z0W,1,0.00%
/Users/maria/Desktop/0ce43404134795309bb4bf7ce30ecd3e68fe953fd6e417407eb19590939b,1,0.00%
/Users/user1/Desktop/b0892a3b7d0baa942fa3b5337b0ee4ea1fb1c8acb881b707cfb8d7591476,1,0.00%
/Users/user1/Desktop/44660512-71b0-4519-aad7-9fc1b7be06a2,1,0.00%
/Users/maria/Desktop/CIwW47hQny,1,0.00%
/Users/maria/Desktop/db4b50e47c1f0a07ece3e8759169663680905f373a5e210e62852f522a.o,1,0.00%
/Users/maria/Desktop/zjrYUO0fV1,1,0.00%
/Users/maria/Desktop/Yh4A2oXT5P,1,0.00%
/Users/maria/Desktop/EK1Tui5HfH,1,0.00%
/Users/maria/Desktop/9955e61db01f38c731b682bfb65d8f3d9ab70eba1ef169be847b16329294,1,0.00%
/Users/user1/Desktop/406d450b6439efe092f2d253de104019cdf2cc13ea33bd7c493ec06d6f98,1,0.00%
/Users/maria/Desktop/MSbzynic63,1,0.00%
/Users/user1/Desktop/7c628ec106555b31d1af9f67d42e59732f62d142b12ba79b2d7c0894192c,1,0.00%
/Users/maria/Desktop/l6RHEldAzp,1,0.00%
/Users/maria/Desktop/116bc53658a36e136a427db2182a7f4a88daf4fea51fd9f4e064c9d077cd,1,0.00%
/Users/maria/Desktop/ZZM1MYQrUJ,1,0.00%
/Users/maria/Desktop/.BC.T_sYmdGq,1,0.00%
/Users/maria/Desktop/coQR5GHtb5,1,0.00%
/Users/maria/Desktop/o9dH7uzQMn,1,0.00%
/Users/maria/Desktop/4gRcj68q8J,1,0.00%
/Users/maria/Desktop/631127317.txt,1,0.00%
/Users/maria/Desktop/xGXTwUl1Hp,1,0.00%
/Users/maria/Desktop/6RjKlWon2l,1,0.00%
/Users/maria/Desktop/BXVJkFW8xj,1,0.00%
/Users/maria/Desktop/CReNQbMTt9,1,0.00%
/Users/maria/Desktop/1Lqs10mwPQ,1,0.00%
/Users/maria/Desktop/VIAQJU94fZ,1,0.00%
/Users/maria/Desktop/OperativeDesktop.system,1,0.00%
/Users/maria/Desktop/1JNzAlHLW3,1,0.00%
/Users/maria/Desktop/4aed1015b1ca521af99dc57735e6aa85420270b550407b9d821da3fd06ea,1,0.00%
/Users/user1/Desktop/e92d7df68f90871a9e7ec2e7bc628df05cacd39128ee86a37e543aa5dafc,1,0.00%
/Users/maria/Desktop/com.apple.afsvcpd0,1,0.00%
/Users/maria/Desktop/7WqGcPZNSx,1,0.00%
/Users/maria/Desktop/58ebc00cc8c585f9e3aecea6fc20143277ab444e815807a62c9f71ba71e5,1,0.00%
/Users/maria/Desktop/C4Zp5vOz2g,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.F1VNl39O/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/85mZr1mt2G,1,0.00%
/Users/maria/Desktop/fd01b3525cf72eda90caa3cf3c101dded36448719b1fdbad7168ecbbbaa7,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.lje66LvY/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/ODBYdIhdfq,1,0.00%
/Users/maria/Desktop/5iWHdcx27O,1,0.00%
/Users/maria/Desktop/processHacker,1,0.00%
/Users/maria/Desktop/e9fa16db719f7cfd6bbf7866a00b8053dac9b4b29941129a344e07d87b51,1,0.00%
/Users/maria/Desktop/07725d6ced70b0b80ef266a741c9698713c2e659857a8782789b_0.macho,1,0.00%
/Users/maria/Desktop/21330bad1dd2e58c91c5bcb01c532c7b2822b11c1e744727d1e9d3ebdf7a,1,0.00%
/Users/bruno/Desktop/ArcBrowser,1,0.00%
/Users/maria/Desktop/qk8HHk0wmD,1,0.00%
/Users/maria/Desktop/0feaff2fa52a1009467a0d30f432524f94b7faa9f2adfa415607_0.macho,1,0.00%
/Users/user1/Desktop/7b17c5d4cedae2230eb5765a49ed7392a9f1ec6580f3c9a6a9b7c4dea843,1,0.00%
/Users/maria/Desktop/F5IaykFBkY,1,0.00%
/Users/maria/Desktop/rzASJOrVDq,1,0.00%
/Users/maria/Desktop/5fdc04d688c21be459a0b8a2fc97e7e97a46b00a83963375e1607857fecf,1,0.00%
/Users/maria/Desktop/b3UjHvLEpw,1,0.00%
/Users/maria/Desktop/i7V7IUYoGa,1,0.00%
/Users/user1/Desktop/f9e61d98a5da46a5f5cba7e94b3891302ca43f2e16e7c0ddc9a649c0e19e,1,0.00%
/Users/maria/Desktop/a1CUBGqksy,1,0.00%
/Users/maria/Desktop/x3URw3DBuJ,1,0.00%
/Users/maria/Desktop/Kmn2rL71xM,1,0.00%
/Users/maria/Desktop/630222235.txt,1,0.00%
/Users/user1/Desktop/unpacked.bin,1,0.00%
/Users/maria/Desktop/CleanMyMac-Apps,1,0.00%
/Users/bruno/Desktop/CleanMyMac-Apps,1,0.00%
/Users/maria/Desktop/JBkBPvRX3s,1,0.00%
/Users/maria/Desktop/zcash-cli,1,0.00%
/Users/maria/Desktop/c27d6a51dfba86a0352afe0c1841010e212d5b231d389d1bebe8c35d436b,1,0.00%
/Users/maria/Desktop/b6f9d26d87d8c3a33f276a0de8236c39dceb13a2e2e561a2392856d5000b,1,0.00%
/Users/user1/Desktop/SKsT8nLvFS,1,0.00%
/Users/maria/Desktop/eeaf628e6d00ea28f480d9f6f39f0bc5cfdca8bfe5b97ff4afb8f70941c7,1,0.00%
/Users/maria/Desktop/bf730f43259b58fe7bfcf104b57a2389c4164df20567719352ff0b6bb73f,1,0.00%
/Users/user1/Desktop/5ee87fba547d7389522457c58c41b213308cfa3ea91c9657e6d24f9e4632,1,0.00%
/Users/maria/Desktop/bba755737eb4f4b60f8c0a3bce048239c4d864be716e16da8a36e11d85d3,1,0.00%
/Users/maria/Desktop/4b0660693d592548e9e518bd6d0719f56f9b483954f224b42767e22713fb,1,0.00%
/Users/maria/Desktop/tuFI2CRTFr,1,0.00%
/Users/maria/Desktop/30c704db6f29fa45f58bef3840830ccb983330d2f10532f7236438a2df16,1,0.00%
/Users/maria/Desktop/cx6fayKMGo,1,0.00%
/Users/maria/Desktop/UCuTDn6QnZ,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.JEjAsPDD/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/sv2bRBQOYv,1,0.00%
/Users/maria/Desktop/r6EC7kUREX,1,0.00%
/Users/maria/Desktop/4a1d45335e102e7f61d9b37fdb19b78c73fd23c395fa5570a84b39921a5a,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/F32F6363-C9E7-4157-8EE2-BA299EB79067,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/A5E9BBC8-DEDC-4E6B-8EDF-4C5D29072897,1,0.00%
sh -c /var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/A5E9BBC8-DEDC-4E6B-8EDF-4C5D29072897,1,0.00%
/Users/maria/Desktop/627913903.txt,1,0.00%
/Users/maria/Desktop/lAWagLYL5Y,1,0.00%
/Users/maria/Desktop/df1ab4d6a0095808f792fa43f2a6f18b153e27dd41e2e8084f96c7bbd7dd,1,0.00%
/Users/maria/Desktop/7yP6Pu6hBT,1,0.00%
/Users/maria/Desktop/625456461.txt,1,0.00%
/Users/bruno/Desktop/futurerestore,1,0.00%
/Users/maria/Desktop/c3Yu6Gyl8Y,1,0.00%
/Users/user1/Desktop/de77c415d9095cae1e7643f84f2a5fe192035d63551e8d4aaf55aeb7468e,1,0.00%
/Users/maria/Desktop/4fb6a603a1096cc95ab1eb92f4097a8fbf912e2fc2757eae63511d68b905,1,0.00%
/Users/maria/Desktop/fff2eab6dae9739897b85dcf3586fc8a1ba867df60fe3e501523c9732567,1,0.00%
/Users/maria/Desktop/f27c838b932d95337d774cf8b9f1d1557efce5e6c0db0251017d311497c4,1,0.00%
/usr/bin/stat,1,0.00%
"sh -c ""cp",1,0.00%
/usr/sbin/scutil,1,0.00%
/private/tmp/network_updater,1,0.00%
/Users/maria/Desktop/bc8cd66ed1cb648ec7b4516c1594c5d261c979364902cca88e01b956c8f4,1,0.00%
/Users/maria/Desktop/lISLtwekkn,1,0.00%
/Users/user1/Desktop/4205d5282a00fe67cfb889b2492eb781e2084c3415ef803de89210341f33,1,0.00%
/Users/maria/Desktop/W0WItS85eq,1,0.00%
/Users/maria/Desktop/fe7c121965b19a66febafb263c4aa19b194d6c7c738d5bcedfaecf049c9a,1,0.00%
/Users/user1/Desktop/c68dab1ac134506cf95347e22831cbdd0b211d71a474876674a66e81aad0,1,0.00%
/Users/maria/Desktop/ArcBrowser,1,0.00%
/Users/maria/Desktop/6332e9eb10f5c2366bb8f7a7c6cb7fb54375b56fec2d2240c93575b4e7b7,1,0.00%
/Users/maria/Desktop/XK0ZuXUXVO,1,0.00%
/Users/maria/Desktop/5ac488e7d02293e5abbf9d033dd64f72933810a16558716e4658d0f93e3a,1,0.00%
/Users/maria/Desktop/0IMeMs9SHH,1,0.00%
/Users/maria/Desktop/lAJfFkh1il,1,0.00%
/Users/maria/Desktop/a79d833993ec2c41a4cd1437b860e079b1eacd371ed2e6341f66714f69ea,1,0.00%
/Users/maria/Desktop/iwC3mjkPuu,1,0.00%
/Users/maria/Desktop/7fc8b278722dd0f05f8c7d6a958ccb25121bbf9a60b4fb4f3759e4b7501a,1,0.00%
/Users/maria/Desktop/mNasVDTkCF,1,0.00%
/Users/maria/Desktop/bfb94c9d2f1606014323e6029085bee7b9e1bb8089dc7fb48d8a001645ac,1,0.00%
/Users/maria/Desktop/625178941.txt,1,0.00%
/Users/maria/Desktop/6b3e0b57983f69f6bcc6a18abd5aebd46cc6dd41114fe96eefe7e4db7d10,1,0.00%
/Users/maria/Desktop/FPmeGdOAQf,1,0.00%
/Users/maria/Desktop/3r8pu4Bp4m,1,0.00%
/Users/maria/Desktop/HuWSOAI6wT,1,0.00%
/Users/user1/Desktop/fe324e56d5ea9d41757fef3f6708ba18f80a96af08e6d946a5aa62a3447a,1,0.00%
/Users/bruno/Desktop/def_darwin_arm64,1,0.00%
/Users/maria/Desktop/F6QnCXHlXF,1,0.00%
/Users/bruno/Desktop/08d6062255ddeb442ec50cc3c93b654b29405cb84d35d3c704d9d7a788dd,1,0.00%
/Users/maria/Desktop/fc483d1f61c609bf2f6091338077a0837ab95fbaf0d84d2739247019e74f,1,0.00%
/Users/maria/Desktop/1DwU9nRfPv,1,0.00%
/Users/maria/Desktop/76a301de1d1e5a327f99b5abd2cd6e8219d238b5c7657685e5cf_0.macho,1,0.00%
/Users/maria/Desktop/631878805.txt,1,0.00%
/Users/maria/Desktop/4d9FSqZuwT,1,0.00%
/Users/maria/Desktop/eFHsyYIDMO,1,0.00%
/Users/bruno/Desktop/Spyrix,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.suNLRSnr/Installer.app/Contents/MacOS/Installer,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.7SZoSVA3/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/ceae8ca0216df8fc3ae2b8a47b92187ee5e88bf0eb3d6091ee134f8fe254,1,0.00%
/Users/maria/Desktop/854d63fdd6f6664df235afe1d52d832fdc5ed6f9c459465d144a_0.macho,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.PeFQ2ZWK/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/2e55dcd1882907e6e3e40f4b8efccd8e19d5f2f8cfb8ccf98f58db4bf122,1,0.00%
/Users/maria/Desktop/1534100b3a8e948aece6ab97592f62ed3648ad9b695a16385786942b10a7,1,0.00%
/Users/maria/Desktop/b36porVegz,1,0.00%
/var/folders/zz/zyxvpxvq6csfxvn_n0000000000000/T/tmp.6LYnZ73r/Installer.app/Contents/MacOS/Installer,1,0.00%
/Users/maria/Desktop/j4PBD8N6Pt,1,0.00%
/Users/maria/Desktop/nf7VrmX84B,1,0.00%
/Users/maria/Desktop/clX58yPRtg,1,0.00%
/Users/maria/Desktop/vedp6KG5CF,1,0.00%
/Users/user1/Desktop/c868f507c6ba5d201463a6e43b667707a538db66efe92d740c5ce76c71be,1,0.00%
/Users/maria/Desktop/TQvpHWKs83,1,0.00%
/Users/maria/Desktop/fdaf348679642660c48d388d217e65c0ab673305a2c2cdad603515327989,1,0.00%
/Users/maria/Desktop/N2EDmV4bIL,1,0.00%
/Users/maria/Desktop/2r2lhoDEJU,1,0.00%
/Users/maria/Desktop/238b1ec850ca7dbefd2557a1ae638068c6f789dcd28232c610b22c8ff94a,1,0.00%
/Users/maria/Desktop/d4993607354209bc6137063127cfea78b1983971d30c6ea51f9df7198753,1,0.00%
/Users/maria/Desktop/9d97e48a72639193b9dd4c0bcced376bde7943b87f0aea5333021c0cb073,1,0.00%
/Users/maria/Desktop/7125e63021cfb0bc3909d50e6ca95162101a9d1fbc1b2d7f78b35eaf8b8f,1,0.00%
/Users/user1/Desktop/loader,1,0.00%
/Users/maria/Desktop/22b381b7a84fcab2a1cd3d89558f3194a39b293def5819788018db3096da,1,0.00%
/Users/maria/Desktop/7bf4b35bd89890c20b5453d134c91abde6626d1549822e1dffafa36d968e,1,0.00%
/Users/maria/Desktop/752ac32f305822b7e8e67b74563b3f3b09936f89_modded,1,0.00%
/Users/user1/Desktop/8ec24923cf83a281cf5a059bd551861972f9ce2ef66222b5f6f9da37e201,1,0.00%
/Users/maria/Desktop/74d5d8b33c6ecb03e1fa7d73fdcb4df2e2c7a36796e79779a52038d25c7b,1,0.00%
/Users/maria/Desktop/069109563e8acaa7fb868fc11c4b79ce456375d677dbc6308a6ec89b71f5,1,0.00%
/Users/maria/Desktop/kv9AieDEPn,1,0.00%
/Users/maria/Desktop/5TlwHqwweW,1,0.00%
/Users/maria/Desktop/541a0b06e65d97e6e81ce41ffa3066bfa7aecd991d6248259e334ccef5b8,1,0.00%
/Users/maria/Desktop/RyzexLauncher,1,0.00%
/Users/maria/Desktop/4eaaa2b8928ed9144519188b6ce67ef230c0892db8ef7761c25969f3cb1a,1,0.00%
/Users/maria/Desktop/cef7806e4e37db028f5485c30445a8ccd0b0707840d47746c5988cf32dae,1,0.00%
/Users/maria/Desktop/osx-x64-dupandexecve-reverse_tcp_uuid_nonull,1,0.00%
/Users/maria/Desktop/f657891f691d3cd7e9061454b690d4e5fa48eec627a389f7269b91264a00,1,0.00%
/Users/maria/Desktop/ef4fb76ddffa85a9350fef301132c242824a6677bee7968d6a9f54b66bb0,1,0.00%
/Users/maria/Desktop/.6158A669-273B-4C16-9FA1-8C0515D1DDD1,1,0.00%
/Users/user1/Desktop/4da06bc027b422378bed7b8ba73bc5620017d010c84e78ab0a68112dd514,1,0.00%
/Users/maria/Desktop/07bbb31d17a799493a49f629a3fab8c030acdc6a735c912c17a40fc05b0f,1,0.00%
/Users/maria/Desktop/42fWTK9eie,1,0.00%
/Users/maria/Desktop/EepbD8KD5q,1,0.00%
/Users/maria/Desktop/D0WYjrMxj6,1,0.00%
/Users/maria/Desktop/nH25kbigbx,1,0.00%
/Users/maria/Desktop/dkO2n06Jeu,1,0.00%
/Users/user1/Desktop/7ep5jAOzby,1,0.00%
/Users/maria/Desktop/cdk_darwin_amd64_(2),1,0.00%
/Users/maria/Desktop/96065aa124bd439a2d636f81224def2f78ae254f482dd216effb18c98b12,1,0.00%
/Users/bruno/Desktop/BitbucketInstall,1,0.00%
/Users/maria/Desktop/xO3Sx6EtJe,1,0.00%
/Users/maria/Desktop/Ys9UI3A4od,1,0.00%
/Users/maria/Desktop/ltAt7O3TIx,1,0.00%
/Users/maria/Desktop/97caa896b64d4ed649c5f86a6ab60493265a5de465901871048bcd4480df,1,0.00%
/Users/user1/Desktop/VaA9Kw3RQU,1,0.00%
/Users/maria/Desktop/r9LTlQGZYU,1,0.00%
/Users/maria/Desktop/shgkBCrnW0,1,0.00%
/Users/maria/Desktop/608235383.txt,1,0.00%
/Users/user1/Desktop/607026401.txt,1,0.00%
/Users/user1/Desktop/enemybotRevampv1_amd64_darwin,1,0.00%
/Users/maria/Desktop/0snq14Zqw6,1,0.00%
/Users/maria/Desktop/s9APV20wFD,1,0.00%
/Users/bruno/Desktop/c8de26bd405e6c88de5ee41c8b92f4d8169714f859c0187b405642.macho,1,0.00%
/Users/maria/Desktop/c8de26bd405e6c88de5ee41c8b92f4d8169714f859c0187b405642.macho,1,0.00%
/Users/maria/Desktop/POh9XCRN8c,1,0.00%
/Users/maria/Desktop/38159a9043f43902ff38ef0b68b53fdccda85bdd94630511e28994416b5d,1,0.00%
/tmp/._fJJBwkkOoR,1,0.00%
/Users/user1/Desktop/95d178179e9ee2fd43aa9644bcfaa49b21b9dfa27fd7cf1f73eaa7a6de65,1,0.00%
/Users/user1/Desktop/frpc1011,1,0.00%
/Users/maria/Desktop/d13843ecf29e2e6fff4cf9278677a828607d0b9f7062e7a0bb17d7a7feea,1,0.00%
/Users/maria/Desktop/rShell_virtualiezd,1,0.00%
/Users/maria/Desktop/4TxCMqh8ls,1,0.00%
/Users/maria/Desktop/MNLCfI2CbM,1,0.00%
